tag,method,topology,scheme,nodes,cycles,gossip_k,lambda_reg,seed,node,n_local,test_acc,hinge_loss,duality_gap,consensus_err,comm_bytes
covtype,cocoa,ring,label_skew,10,100,1,0.01,42,9,3891,0.5511,0.40524418939173706,0.2924109180383249,0.22879375135768645,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,0,4000,0.6255,0.7886430408189458,0.2789863219562886,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,1,4000,0.5944,0.8744086830896775,0.32785439829509455,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,2,4000,0.6214,0.7760875445618278,0.3710043874464559,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,3,4000,0.6242,0.85678077332816,0.3048517211879809,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,4,4000,0.6281,0.828654950642281,0.39609412964281177,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,5,4000,0.5733,0.8214488345749478,0.125282901656109,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,6,4000,0.629,0.8235177229504236,0.2814984892542971,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,7,4000,0.6289,0.8672020012303955,0.1680434121987604,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,8,4000,0.6137,0.830422105129325,0.28335523976412536,0.2911408297160632,21600
covtype,cocoa,random_kout,iid,10,100,1,0.01,42,9,4000,0.6304,0.8008060985408477,0.2648829263181013,0.2911408297160632,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,0,4326,0.4841,0.39860465310307464,0.11057132952810667,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,1,2902,0.5159,0.2863090418593004,-0.03556852352940226,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,2,4488,0.5159,0.6344305896943064,0.2834251288907538,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,3,793,0.4841,0.39046044393439994,-0.19566273113954324,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,4,1582,0.4841,0.48217266011988147,-0.15286725795060707,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,5,3208,0.4841,0.3325744079340996,0.089574847921298,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,6,6003,0.4842,0.6824852666773679,0.36102975802756865,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,7,6151,0.5159,0.27703482868018847,0.12086104752085028,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,8,3352,0.5159,0.144488024833688,-0.051006807479181654,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_1.0,10,100,1,0.01,42,9,7195,0.5305,0.644699005151994,0.3578108921214553,0.5873027878910226,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,0,746,0.5159,0.046713530496752344,-0.564819003155552,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,1,3023,0.4841,0.25249893033050164,-0.03515711882575834,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,2,6249,0.4841,0.01946155694894775,-0.04784304050721746,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,3,1084,0.5159,0.674743526741796,-0.18517662626501885,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,4,4177,0.4841,0.3266894538220224,0.23838305317414443,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,5,301,0.5159,0.9481748543033643,0.33634451866338444,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,6,10200,0.5159,0.004173141488173486,-0.01754556924640743,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,7,4364,0.5159,0.09418350600431459,-0.04541155862055406,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,8,3745,0.4967,0.6780210133770582,0.21420176723226364,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.3,10,100,1,0.01,42,9,6111,0.495,0.6654136210001195,0.3482293547058527,0.6119519061741199,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,0,111,0.5558,0.980343695927057,-0.018472834372376234,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,1,2160,0.4841,0.018447447398993726,-0.08758263725019494,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,2,11171,0.4841,0.006752754532095671,-0.013177449712245175,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,3,110,0.4841,1.7656204384033825,0.7678433311599456,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,4,4214,0.4841,0.04935826696447579,0.03437176398461308,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,5,1,0.5159,0.6395802851918526,-0.3602259780716205,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,6,302,0.5159,0.01566166033327284,-0.3611105713084362,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,7,16592,0.5159,0.0005965520793376403,-0.008641599304169268,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,8,1060,0.5159,0.7207679933619324,0.016237908762075204,0.5636324207258375,21600
covtype,cocoa,random_kout,dirichlet_0.1,10,100,1,0.01,42,9,4279,0.5159,0.7399186357486046,0.3065474212738906,0.5636324207258375,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,0,4109,0.5159,0.10804756788959693,-0.007052318781985895,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,1,3892,0.4845,0.1124935115541186,-0.03868323337398752,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,2,4109,0.5159,0.00011022762888253105,-0.03562863671538776,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,3,3892,0.4841,0.006731376959801771,-0.10171307224194803,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,4,4108,0.5159,0.06573999997719802,-0.09249435707303576,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,5,3892,0.4841,0.016656813616525205,-0.14867199860875258,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,6,4108,0.5159,4.8651836697702556e-05,-0.00638896287429698,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,7,3891,0.4841,0.002087691840843895,-0.05175741063790971,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,8,4108,0.5159,0.00339385630910205,-0.06390076916943027,0.6799411145982526,21600
covtype,cocoa,random_kout,label_skew,10,100,1,0.01,42,9,3891,0.4841,0.002639619844090634,-0.05291484647751196,0.6799411145982526,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,0,4000,0.6061,0.922058229756307,0.7050279626085659,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,1,4000,0.6203,0.925893095315779,0.7083758608971374,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,2,4000,0.5678,0.9178684395387139,0.7011486389726124,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,3,4000,0.52,0.9208150673683169,0.7038080181780827,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,4,4000,0.6249,0.9148180432563039,0.6979732000247618,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,5,4000,0.5737,0.9178320709843872,0.7008465972427538,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,6,4000,0.5942,0.9164776278282292,0.6995531018315777,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,7,4000,0.6066,0.9232745148409721,0.7069864483041719,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,8,4000,0.6301,0.9313752296767288,0.7142485251750289,0.09143546362337969,21600
covtype,cocoa,full,iid,10,100,1,0.01,42,9,4000,0.5884,0.9120233645700048,0.6958631810651075,0.09143546362337969,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,0,4326,0.4841,0.4050325886673153,0.3016180993569748,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,1,2902,0.5159,0.28647462768875437,0.14612825940247412,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,2,4488,0.5159,0.6414079936778353,0.48452730713734266,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,3,793,0.4841,0.3933100533496802,-0.07777373249135577,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,4,1582,0.4841,0.46927969218393806,0.1943051804153325,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,5,3208,0.4841,0.33908266077538296,0.22077177715808385,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,6,6003,0.4841,0.70632439762502,0.5822296092854189,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,7,6151,0.5159,0.28284207182059196,0.22207885248523873,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,8,3352,0.5159,0.14409688239635549,0.06280764908851195,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,9,7195,0.4841,0.6753021622139992,0.5718106498416408,0.5495161866799606,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,0,746,0.5159,0.008479906517681495,-0.1888136227392659,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,1,3023,0.4841,0.25451427249794734,0.14887124410832864,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,2,6249,0.4841,0.004659088290668054,-0.02135904180913239,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,3,1084,0.5159,0.6687152624766856,0.13994914504148848,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,4,4177,0.4841,0.330142620688075,0.23474027794817431,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,5,301,0.6298,0.9715256940676106,0.028611437491524394,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,6,10200,0.5159,0.004077269834952518,-0.007899260310645697,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,7,4364,0.5159,0.0963143765248483,0.04158320718808882,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,8,3745,0.4841,0.7068179370271696,0.5052980796965653,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.3,10,100,1,0.01,42,9,6111,0.4841,0.6903610436507284,0.5708018507415876,0.5377131117007359,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,0,111,0.5159,0.1849099383497704,-0.8006756063730793,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,1,2160,0.4841,0.019988632861196388,-0.06494197461683199,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,2,11171,0.4841,0.002082034468706079,-0.00918199387928382,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,3,110,0.5159,0.2045078316241342,-0.7430475985586676,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,4,4214,0.4841,0.04523368966883935,-0.014644089961345086,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,5,1,0.5159,0.959859977597997,-0.04007299526897823,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,6,302,0.5159,0.03959491878403561,-0.5249739387702369,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,7,16592,0.5159,0.0009187005747077895,-0.004572075953127518,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,8,1060,0.5159,0.7357168187883022,0.1989074709865517,0.4920284922942927,21600
covtype,cocoa,full,dirichlet_0.1,10,100,1,0.01,42,9,4279,0.5159,0.7587438673981389,0.5705617141265772,0.4920284922942927,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,0,4109,0.5159,0.0017273573224024807,-0.030259618387841407,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,1,3892,0.4841,0.004170526395461683,-0.041737875743097466,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,2,4109,0.5159,0.0027055324077890166,-0.04319062208411858,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,3,3892,0.4841,0.0028112445343290993,-0.03231068422553185,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,4,4108,0.5159,0.0028760609402988615,-0.035667904520246,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,5,3892,0.4841,0.0032171448920204995,-0.03450811628642483,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,6,4108,0.5159,0.0034872385215162925,-0.04415434653055504,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,7,3891,0.4841,0.0031649250571181907,-0.03847883140036876,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,8,4108,0.5159,0.002290957080244327,-0.03202710804857282,0.643785576176259,21600
covtype,cocoa,full,label_skew,10,100,1,0.01,42,9,3891,0.4841,0.0031193263801318426,-0.036407045476238985,0.643785576176259,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,0,4000,0.6322,0.779196532331511,-0.07171908239605462,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,1,4000,0.6298,0.8035399380227002,-0.06822581717369358,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,2,4000,0.6285,0.7668586171857966,-0.05938802902324791,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,3,4000,0.6291,0.79396387553801,-0.06799718909762109,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,4,4000,0.6281,0.7741888173778453,-0.06565883074414158,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,5,4000,0.629,0.765736517354653,-0.05271972403408376,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,6,4000,0.6412,0.7754674058137908,-0.07858361038943962,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,7,4000,0.6793,0.7869064078409258,-0.08795551249053102,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,8,4000,0.6546,0.786594607781879,-0.08544301356709716,0.20990623012280687,21600
covtype,cocoa_plus,ring,iid,10,100,1,0.01,42,9,4000,0.6289,0.7455694607622131,-0.06011906186471394,0.20990623012280687,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,0,4326,0.4842,0.3918159605894545,-0.01230153462135114,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,1,2902,0.5159,0.28014990934819284,-0.0608531867046227,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,2,4488,0.5159,0.6273753174418546,0.04294358984694202,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,3,793,0.4841,0.3983612221851806,-0.24487825454257744,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,4,1582,0.4841,0.4627800859160293,0.02221689184283515,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,5,3208,0.4841,0.32883428671397863,-0.01713099188768019,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,6,6003,0.501,0.671335880887737,0.07103859342458041,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,7,6151,0.5159,0.27784112954898504,0.02438076612063661,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,8,3352,0.5159,0.1405034291360146,0.002208678941191644,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_1.0,10,100,1,0.01,42,9,7195,0.5115,0.639852926659401,0.12391319885437091,0.6165167553811376,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,0,746,0.5159,0.06610134036815009,-0.5041696060381767,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,1,3023,0.4841,0.25023505231331655,-0.0688628104394367,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,2,6249,0.4841,0.003764273725089873,-0.027389833189811235,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,3,1084,0.5159,0.7126289288624263,-0.25130695217908816,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,4,4177,0.4841,0.32216117182735066,-0.050729705610313924,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,5,301,0.4841,1.028807471231559,0.0314019578221868,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,6,10200,0.5159,0.0031917150957392415,-0.010116650399636447,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,7,4364,0.5159,0.09391316193057805,-0.015112237890333224,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,8,3745,0.5397,0.6559992921042349,-0.015777468489508117,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.3,10,100,1,0.01,42,9,6111,0.5406,0.6434512390310356,0.05203136120027452,0.6409374723929833,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,0,111,0.6002,0.9065274405631821,-0.09180329269765619,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,1,2160,0.4841,0.01717390205527949,-0.10245419957916595,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,2,11171,0.4841,0.00019885184908935487,-0.0020820380465374493,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,3,110,0.4841,1.374093373980222,0.37544241840488435,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,4,4214,0.4841,0.041659661850670944,-0.049182797648188385,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,5,1,0.4841,1.912434276821751,0.9137808671561648,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,6,302,0.5159,0.01584044620535147,-0.31254002678134163,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,7,16592,0.5159,0.0002133790546426124,0.000459716959413188,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,8,1060,0.5159,0.7196992113811561,-0.07973099736364953,0.5638665668831727,21600
covtype,cocoa_plus,ring,dirichlet_0.1,10,100,1,0.01,42,9,4279,0.5159,0.7324638496142573,0.028997488835850516,0.5638665668831727,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,0,4109,0.6261,0.5542589758562851,0.674582273297791,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,1,3892,0.5627,0.4496483743681655,0.5735720713475417,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,2,4109,0.6322,0.7013682125518129,0.9940651126586633,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,3,3892,0.633,0.9882057266351191,1.227856383062535,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,4,4108,0.6301,0.7654973240449982,1.0142175003817466,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,5,3892,0.6302,0.8622844166421462,1.1646274006417394,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,6,4108,0.6423,0.9061138160613265,1.2815727155859735,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,7,3891,0.6297,1.1856231305448277,1.5059418245438652,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,8,4108,0.6355,0.7640626227833133,0.9942170440926085,0.3321862127284728,21600
covtype,cocoa_plus,ring,label_skew,10,100,1,0.01,42,9,3891,0.5786,0.4408639425588907,0.5638142346669646,0.3321862127284728,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,0,4000,0.6307,0.7629229041306783,-0.0005311579685638446,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,1,4000,0.6242,0.8434134091258558,-0.034078872064791876,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,2,4000,0.6376,0.7385350531135422,0.03769906982529214,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,3,4000,0.6296,0.834372873928944,-0.06303274562616223,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,4,4000,0.6292,0.7675058570504159,-0.06178075950265971,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,5,4000,0.629,0.7934623484078442,-0.09254469784245034,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,6,4000,0.6314,0.7709557665436568,-0.06401012039751386,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,7,4000,0.6314,0.8372912614168799,-0.05461140863983571,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,8,4000,0.6782,0.7915684301066013,-0.06055734497951293,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,iid,10,100,1,0.01,42,9,4000,0.6325,0.7593551977175136,-0.07949270330403213,0.3590311004668545,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,0,4326,0.4841,0.3952596403567766,-0.007781054922016639,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,1,2902,0.5159,0.28312034437990435,-0.09083121352227208,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,2,4488,0.5159,0.6234166396641792,-0.01949847750107725,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,3,793,0.4841,0.3926392785029496,-0.18855159374290836,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,4,1582,0.4841,0.4774823604515938,-0.22879285266669364,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,5,3208,0.4841,0.3303356392688926,-3.312821124301646e-05,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,6,6003,0.5378,0.6628882050696197,0.06696283214847032,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,7,6151,0.5159,0.27607541182556505,0.04508314589578741,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,8,3352,0.5159,0.14614707597052662,-0.11466519466080094,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_1.0,10,100,1,0.01,42,9,7195,0.5461,0.6166714346283383,0.0722966734582956,0.673840480076329,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,0,746,0.5159,0.037062968577364186,-0.5094717670890663,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,1,3023,0.4841,0.24852415809700343,-0.09346787928047279,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,2,6249,0.4841,0.009815768794252012,-0.05816360255254084,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,3,1084,0.5159,0.6846391231058847,-0.2433849296534254,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,4,4177,0.4841,0.31977530185042535,0.03397193491057676,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,5,301,0.5159,0.9404731615889982,0.29564027037678153,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,6,10200,0.5159,0.005611800415962887,-0.018363778925949016,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,7,4364,0.5159,0.09424990398947161,-0.05277882202670145,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,8,3745,0.5395,0.6576464565253202,-0.0682474231987178,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.3,10,100,1,0.01,42,9,6111,0.5442,0.6432388666339942,0.065010951821183,0.6679711258240049,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,0,111,0.4841,1.1049220163602151,0.1061457274584684,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,1,2160,0.4841,0.01825285856765575,-0.10458818747448431,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,2,11171,0.4841,0.0036645571920426493,-0.018949318429052037,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,3,110,0.4841,1.8715325698344096,0.8987259462732213,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,4,4214,0.4841,0.04202943173847237,0.02499416447628985,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,5,1,0.5159,0.6173686172627862,-0.38241415891846997,0.5714841035830888,21600
covtype,cocoa_plus,random_kout,dirichlet_0.1,10,100,1,0.01,42,6,302,0.5159,0.013970367046880778,-0.2699302286638592,0.5714841035830888,21600
