tag,method,topology,scheme,nodes,cycles,gossip_k,lambda_reg,seed,node,n_local,test_acc,hinge_loss,duality_gap,consensus_err,comm_bytes,components
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,4,1582,0.4841,0.46927969218393806,0.1943051804153325,0.5495161866799606,21600,1
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,5,3208,0.4841,0.33908266077538296,0.22077177715808385,0.5495161866799606,21600,1
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,6,6003,0.4841,0.70632439762502,0.5822296092854189,0.5495161866799606,21600,1
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,7,6151,0.5159,0.28284207182059196,0.22207885248523873,0.5495161866799606,21600,1
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,8,3352,0.5159,0.14409688239635549,0.06280764908851195,0.5495161866799606,21600,1
covtype,cocoa,full,dirichlet_1.0,10,100,1,0.01,42,9,7195,0.4841,0.6753021622139992,0.5718106498416408,0.5495161866799606,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,0,4000,0.6061,0.922058229756307,0.7050279626085659,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,1,4000,0.6203,0.925893095315779,0.7083758608971374,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,2,4000,0.5678,0.9178684395387139,0.7011486389726124,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,3,4000,0.52,0.9208150673683169,0.7038080181780827,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,4,4000,0.6249,0.9148180432563039,0.6979732000247618,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,5,4000,0.5737,0.9178320709843872,0.7008465972427538,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,6,4000,0.5942,0.9164776278282292,0.6995531018315777,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,7,4000,0.6066,0.9232745148409721,0.7069864483041719,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,8,4000,0.6301,0.9313752296767288,0.7142485251750289,0.09143546362337969,21600,1
covtype,cocoa,full,iid,10,100,1,0.01,42,9,4000,0.5884,0.9120233645700048,0.6958631810651075,0.09143546362337969,21600,1
covtype,cocoa,full,label_skew,10,100,1,0.01,42,0,4109,0.5159,0.0017273573224024807,-0.030259618387841407,0.643785576176259,21600,1
covtype,cocoa,full,label_skew,10,100,1,0.01,42,1,3892,0.4841,0.004170526395461683,-0.041737875743097466,0.643785576176259,21600,1
covtype,cocoa,full,label_skew,10,100,1,0.01,42,2,4109,0.5159,0.0027055324077890166,-0.04319062208411858,0.643785576176259,21600,1
